"CUSTOMER_RK";"report_dttm";"AVG_SAL_AMT_ALL_1Y";"AVG_SAL_AMT_ADD_1Y";"AVG_SAL_AMT_MAIN_1Y";"AVG_SAL_AMT_ALL_6M";"AVG_SAL_AMT_ADD_6M";"AVG_SAL_AMT_MAIN_6M";"AVG_SAL_AMT_ALL_3M";"AVG_SAL_AMT_ADD_3M";"AVG_SAL_AMT_MAIN_3M";"AVG_SAL_AMT_ALL_2M";"AVG_SAL_AMT_ADD_2M";"AVG_SAL_AMT_MAIN_2M";"AVG_SAL_AMT_ALL_1M";"AVG_SAL_AMT_ADD_1M";"AVG_SAL_AMT_MAIN_1M";"SUM_SAL_AMT_ALL_1Y";"SUM_SAL_AMT_ADD_1Y";"SUM_SAL_AMT_MAIN_1Y";"SUM_SAL_AMT_ALL_6M";"SUM_SAL_AMT_ADD_6M";"SUM_SAL_AMT_MAIN_6M";"SUM_SAL_AMT_ALL_3M";"SUM_SAL_AMT_ADD_3M";"SUM_SAL_AMT_MAIN_3M";"SUM_SAL_AMT_ALL_2M";"SUM_SAL_AMT_ADD_2M";"SUM_SAL_AMT_MAIN_2M";"SUM_SAL_AMT_ALL_1M";"SUM_SAL_AMT_ADD_1M";"SUM_SAL_AMT_MAIN_1M";"MAX_SAL_AMT_ALL_1Y";"MAX_SAL_AMT_ADD_1Y";"MAX_SAL_AMT_MAIN_1Y";"MAX_SAL_AMT_ALL_6M";"MAX_SAL_AMT_ADD_6M";"MAX_SAL_AMT_MAIN_6M";"MAX_SAL_AMT_ALL_3M";"MAX_SAL_AMT_ADD_3M";"MAX_SAL_AMT_MAIN_3M";"MAX_SAL_AMT_ALL_2M";"MAX_SAL_AMT_ADD_2M";"MAX_SAL_AMT_MAIN_2M";"MAX_SAL_AMT_ALL_1M";"MAX_SAL_AMT_ADD_1M";"MAX_SAL_AMT_MAIN_1M"
1409;2022-03-23 18:49:42.098 +0300;224079.000000000000;;224079.000000000000;248213.000000000000;;248213.000000000000;248213.000000000000;;248213.000000000000;248213.000000000000;;248213.000000000000;248213.000000000000;;248213.000000000000;448158.00000;;448158.00000;248213.00000;;248213.00000;248213.00000;;248213.00000;248213.00000;;248213.00000;248213.00000;;248213.00000;248213.00000;;248213.00000;248213.00000;;248213.00000;248213.00000;;248213.00000;248213.00000;;248213.00000;248213.00000;;248213.00000
1410;2022-03-23 18:49:42.098 +0300;152739.000000000000;158219.666666666667;144518.000000000000;155532.500000000000;166547.000000000000;144518.000000000000;203252.500000000000;207060.000000000000;199445.000000000000;203252.500000000000;207060.000000000000;199445.000000000000;203252.500000000000;207060.000000000000;199445.000000000000;763695.00000;474659.00000;289036.00000;622130.00000;333094.00000;289036.00000;406505.00000;207060.00000;199445.00000;406505.00000;207060.00000;199445.00000;406505.00000;207060.00000;199445.00000;207060.00000;207060.00000;199445.00000;207060.00000;207060.00000;199445.00000;207060.00000;207060.00000;199445.00000;207060.00000;207060.00000;199445.00000;207060.00000;207060.00000;199445.00000
1411;2022-03-23 18:49:42.098 +0300;199740.600000000000;190449.333333333333;213677.500000000000;175635.500000000000;190449.333333333333;131194.000000000000;151214.000000000000;161224.000000000000;131194.000000000000;151214.000000000000;161224.000000000000;131194.000000000000;151214.000000000000;161224.000000000000;131194.000000000000;998703.00000;571348.00000;427355.00000;702542.00000;571348.00000;131194.00000;453642.00000;322448.00000;131194.00000;453642.00000;322448.00000;131194.00000;453642.00000;322448.00000;131194.00000;296161.00000;248900.00000;296161.00000;248900.00000;248900.00000;131194.00000;189246.00000;189246.00000;131194.00000;189246.00000;189246.00000;131194.00000;189246.00000;189246.00000;131194.00000
1412;2022-03-23 18:49:42.098 +0300;132524.000000000000;;132524.000000000000;132524.000000000000;;132524.000000000000;132524.000000000000;;132524.000000000000;132524.000000000000;;132524.000000000000;143389.500000000000;;143389.500000000000;397572.00000;;397572.00000;397572.00000;;397572.00000;397572.00000;;397572.00000;397572.00000;;397572.00000;286779.00000;;286779.00000;180017.00000;;180017.00000;180017.00000;;180017.00000;180017.00000;;180017.00000;180017.00000;;180017.00000;180017.00000;;180017.00000
1413;2022-03-23 18:49:42.098 +0300;164807.800000000000;134854.000000000000;284623.000000000000;189816.500000000000;158214.333333333333;284623.000000000000;165181.000000000000;105460.000000000000;284623.000000000000;165181.000000000000;105460.000000000000;284623.000000000000;166319.500000000000;48016.000000000000;284623.000000000000;824039.00000;539416.00000;284623.00000;759266.00000;474643.00000;284623.00000;495543.00000;210920.00000;284623.00000;495543.00000;210920.00000;284623.00000;332639.00000;48016.00000;284623.00000;284623.00000;263723.00000;284623.00000;284623.00000;263723.00000;284623.00000;284623.00000;162904.00000;284623.00000;284623.00000;162904.00000;284623.00000;284623.00000;48016.00000;284623.00000
1414;2022-03-23 18:49:42.098 +0300;96210.000000000000;;96210.000000000000;35391.000000000000;;35391.000000000000;35391.000000000000;;35391.000000000000;35391.000000000000;;35391.000000000000;;;;192420.00000;;192420.00000;35391.00000;;35391.00000;35391.00000;;35391.00000;35391.00000;;35391.00000;;;;157029.00000;;157029.00000;35391.00000;;35391.00000;35391.00000;;35391.00000;35391.00000;;35391.00000;;;
1415;2022-03-23 18:49:42.098 +0300;164146.000000000000;;164146.000000000000;108948.000000000000;;108948.000000000000;108948.000000000000;;108948.000000000000;108948.000000000000;;108948.000000000000;108948.000000000000;;108948.000000000000;328292.00000;;328292.00000;108948.00000;;108948.00000;108948.00000;;108948.00000;108948.00000;;108948.00000;108948.00000;;108948.00000;219344.00000;;219344.00000;108948.00000;;108948.00000;108948.00000;;108948.00000;108948.00000;;108948.00000;108948.00000;;108948.00000
1416;2022-03-23 18:49:42.098 +0300;176117.333333333333;184888.000000000000;158576.000000000000;206594.500000000000;254613.000000000000;158576.000000000000;158576.000000000000;;158576.000000000000;158576.000000000000;;158576.000000000000;158576.000000000000;;158576.000000000000;528352.00000;369776.00000;158576.00000;413189.00000;254613.00000;158576.00000;158576.00000;;158576.00000;158576.00000;;158576.00000;158576.00000;;158576.00000;254613.00000;254613.00000;158576.00000;254613.00000;254613.00000;158576.00000;158576.00000;;158576.00000;158576.00000;;158576.00000;158576.00000;;158576.00000
1417;2022-03-23 18:49:42.098 +0300;151957.000000000000;268259.000000000000;35655.000000000000;268259.000000000000;268259.000000000000;;268259.000000000000;268259.000000000000;;268259.000000000000;268259.000000000000;;268259.000000000000;268259.000000000000;;303914.00000;268259.00000;35655.00000;268259.00000;268259.00000;;268259.00000;268259.00000;;268259.00000;268259.00000;;268259.00000;268259.00000;;268259.00000;268259.00000;35655.00000;268259.00000;268259.00000;;268259.00000;268259.00000;;268259.00000;268259.00000;;268259.00000;268259.00000;
1419;2022-03-23 18:49:42.098 +0300;229104.000000000000;;229104.000000000000;229104.000000000000;;229104.000000000000;229104.000000000000;;229104.000000000000;229104.000000000000;;229104.000000000000;;;;229104.00000;;229104.00000;229104.00000;;229104.00000;229104.00000;;229104.00000;229104.00000;;229104.00000;;;;229104.00000;;229104.00000;229104.00000;;229104.00000;229104.00000;;229104.00000;229104.00000;;229104.00000;;;
1420;2022-03-23 18:49:42.098 +0300;174816.333333333333;154373.000000000000;215703.000000000000;174816.333333333333;154373.000000000000;215703.000000000000;174816.333333333333;154373.000000000000;215703.000000000000;174816.333333333333;154373.000000000000;215703.000000000000;159221.500000000000;102740.000000000000;215703.000000000000;524449.00000;308746.00000;215703.00000;524449.00000;308746.00000;215703.00000;524449.00000;308746.00000;215703.00000;524449.00000;308746.00000;215703.00000;318443.00000;102740.00000;215703.00000;215703.00000;206006.00000;215703.00000;215703.00000;206006.00000;215703.00000;215703.00000;206006.00000;215703.00000;215703.00000;206006.00000;215703.00000;215703.00000;102740.00000;215703.00000
1421;2022-03-23 18:49:42.098 +0300;243568.000000000000;279594.000000000000;207542.000000000000;279594.000000000000;279594.000000000000;;279594.000000000000;279594.000000000000;;279594.000000000000;279594.000000000000;;;;;487136.00000;279594.00000;207542.00000;279594.00000;279594.00000;;279594.00000;279594.00000;;279594.00000;279594.00000;;;;;279594.00000;279594.00000;207542.00000;279594.00000;279594.00000;;279594.00000;279594.00000;;279594.00000;279594.00000;;;;
1422;2022-03-23 18:49:42.098 +0300;234711.000000000000;298307.000000000000;171115.000000000000;234711.000000000000;298307.000000000000;171115.000000000000;234711.000000000000;298307.000000000000;171115.000000000000;234711.000000000000;298307.000000000000;171115.000000000000;298307.000000000000;298307.000000000000;;469422.00000;298307.00000;171115.00000;469422.00000;298307.00000;171115.00000;469422.00000;298307.00000;171115.00000;469422.00000;298307.00000;171115.00000;298307.00000;298307.00000;;298307.00000;298307.00000;171115.00000;298307.00000;298307.00000;171115.00000;298307.00000;298307.00000;171115.00000;298307.00000;298307.00000;171115.00000;298307.00000;298307.00000;
1423;2022-03-23 18:49:42.098 +0300;265998.000000000000;236833.000000000000;295163.000000000000;265998.000000000000;236833.000000000000;295163.000000000000;265998.000000000000;236833.000000000000;295163.000000000000;265998.000000000000;236833.000000000000;295163.000000000000;;;;531996.00000;236833.00000;295163.00000;531996.00000;236833.00000;295163.00000;531996.00000;236833.00000;295163.00000;531996.00000;236833.00000;295163.00000;;;;295163.00000;236833.00000;295163.00000;295163.00000;236833.00000;295163.00000;295163.00000;236833.00000;295163.00000;295163.00000;236833.00000;295163.00000;;;
1424;2022-03-23 18:49:42.098 +0300;200014.000000000000;266168.500000000000;133859.500000000000;200014.000000000000;266168.500000000000;133859.500000000000;172579.333333333333;250019.000000000000;133859.500000000000;172579.333333333333;250019.000000000000;133859.500000000000;127473.000000000000;;127473.000000000000;800056.00000;532337.00000;267719.00000;800056.00000;532337.00000;267719.00000;517738.00000;250019.00000;267719.00000;517738.00000;250019.00000;267719.00000;127473.00000;;127473.00000;282318.00000;282318.00000;140246.00000;282318.00000;282318.00000;140246.00000;250019.00000;250019.00000;140246.00000;250019.00000;250019.00000;140246.00000;127473.00000;;127473.00000
1425;2022-03-23 18:49:42.098 +0300;115551.500000000000;79445.500000000000;133604.500000000000;100812.600000000000;79445.500000000000;115057.333333333333;100812.600000000000;79445.500000000000;115057.333333333333;100812.600000000000;79445.500000000000;115057.333333333333;105522.000000000000;79445.500000000000;131598.500000000000;693309.00000;158891.00000;534418.00000;504063.00000;158891.00000;345172.00000;504063.00000;158891.00000;345172.00000;504063.00000;158891.00000;345172.00000;422088.00000;158891.00000;263197.00000;211372.00000;110117.00000;211372.00000;211372.00000;110117.00000;211372.00000;211372.00000;110117.00000;211372.00000;211372.00000;110117.00000;211372.00000;211372.00000;110117.00000;211372.00000
1426;2022-03-23 18:49:42.098 +0300;205764.666666666667;205764.666666666667;;205764.666666666667;205764.666666666667;;198284.500000000000;198284.500000000000;;198284.500000000000;198284.500000000000;;198284.500000000000;198284.500000000000;;617294.00000;617294.00000;;617294.00000;617294.00000;;396569.00000;396569.00000;;396569.00000;396569.00000;;396569.00000;396569.00000;;280565.00000;280565.00000;;280565.00000;280565.00000;;280565.00000;280565.00000;;280565.00000;280565.00000;;280565.00000;280565.00000;
1427;2022-03-23 18:49:42.098 +0300;148049.000000000000;148049.000000000000;;148049.000000000000;148049.000000000000;;;;;;;;;;;148049.00000;148049.00000;;148049.00000;148049.00000;;;;;;;;;;;148049.00000;148049.00000;;148049.00000;148049.00000;;;;;;;;;;
1428;2022-03-23 18:49:42.098 +0300;204669.000000000000;215483.000000000000;172227.000000000000;215483.000000000000;215483.000000000000;;215483.000000000000;215483.000000000000;;215483.000000000000;215483.000000000000;;215483.000000000000;215483.000000000000;;818676.00000;646449.00000;172227.00000;646449.00000;646449.00000;;646449.00000;646449.00000;;646449.00000;646449.00000;;646449.00000;646449.00000;;245011.00000;245011.00000;172227.00000;245011.00000;245011.00000;;245011.00000;245011.00000;;245011.00000;245011.00000;;245011.00000;245011.00000;
1429;2022-03-23 18:49:42.098 +0300;135400.000000000000;;135400.000000000000;135400.000000000000;;135400.000000000000;135400.000000000000;;135400.000000000000;135400.000000000000;;135400.000000000000;135400.000000000000;;135400.000000000000;135400.00000;;135400.00000;135400.00000;;135400.00000;135400.00000;;135400.00000;135400.00000;;135400.00000;135400.00000;;135400.00000;135400.00000;;135400.00000;135400.00000;;135400.00000;135400.00000;;135400.00000;135400.00000;;135400.00000;135400.00000;;135400.00000
1430;2022-03-23 18:49:42.098 +0300;212679.800000000000;230895.000000000000;200536.333333333333;212679.800000000000;230895.000000000000;200536.333333333333;227536.500000000000;230895.000000000000;224178.000000000000;227536.500000000000;230895.000000000000;224178.000000000000;216648.333333333333;230895.000000000000;188155.000000000000;1063399.00000;461790.00000;601609.00000;1063399.00000;461790.00000;601609.00000;910146.00000;461790.00000;448356.00000;910146.00000;461790.00000;448356.00000;649945.00000;461790.00000;188155.00000;282993.00000;282993.00000;260201.00000;282993.00000;282993.00000;260201.00000;282993.00000;282993.00000;260201.00000;282993.00000;282993.00000;260201.00000;282993.00000;282993.00000;188155.00000
1431;2022-03-23 18:49:42.098 +0300;186117.750000000000;170169.333333333333;233963.000000000000;161993.333333333333;126008.500000000000;233963.000000000000;216073.500000000000;198184.000000000000;233963.000000000000;216073.500000000000;198184.000000000000;233963.000000000000;233963.000000000000;;233963.000000000000;744471.00000;510508.00000;233963.00000;485980.00000;252017.00000;233963.00000;432147.00000;198184.00000;233963.00000;432147.00000;198184.00000;233963.00000;233963.00000;;233963.00000;258491.00000;258491.00000;233963.00000;233963.00000;198184.00000;233963.00000;233963.00000;198184.00000;233963.00000;233963.00000;198184.00000;233963.00000;233963.00000;;233963.00000
1432;2022-03-23 18:49:42.098 +0300;233215.000000000000;231017.500000000000;235412.500000000000;240517.000000000000;231017.500000000000;259516.000000000000;240517.000000000000;231017.500000000000;259516.000000000000;240517.000000000000;231017.500000000000;259516.000000000000;240517.000000000000;231017.500000000000;259516.000000000000;932860.00000;462035.00000;470825.00000;721551.00000;462035.00000;259516.00000;721551.00000;462035.00000;259516.00000;721551.00000;462035.00000;259516.00000;721551.00000;462035.00000;259516.00000;259516.00000;251948.00000;259516.00000;259516.00000;251948.00000;259516.00000;259516.00000;251948.00000;259516.00000;259516.00000;251948.00000;259516.00000;259516.00000;251948.00000;259516.00000
1433;2022-03-23 18:49:42.098 +0300;191176.800000000000;177007.000000000000;212431.500000000000;196066.250000000000;177007.000000000000;253244.000000000000;214697.000000000000;195423.500000000000;253244.000000000000;214697.000000000000;195423.500000000000;253244.000000000000;214697.000000000000;195423.500000000000;253244.000000000000;955884.00000;531021.00000;424863.00000;784265.00000;531021.00000;253244.00000;644091.00000;390847.00000;253244.00000;644091.00000;390847.00000;253244.00000;644091.00000;390847.00000;253244.00000;297084.00000;297084.00000;253244.00000;297084.00000;297084.00000;253244.00000;297084.00000;297084.00000;253244.00000;297084.00000;297084.00000;253244.00000;297084.00000;297084.00000;253244.00000
1434;2022-03-23 18:49:42.098 +0300;201801.600000000000;158654.000000000000;230566.666666666667;187272.250000000000;158654.000000000000;215890.500000000000;187272.250000000000;158654.000000000000;215890.500000000000;187272.250000000000;158654.000000000000;215890.500000000000;175382.666666666667;158654.000000000000;208840.000000000000;1009008.00000;317308.00000;691700.00000;749089.00000;317308.00000;431781.00000;749089.00000;317308.00000;431781.00000;749089.00000;317308.00000;431781.00000;526148.00000;317308.00000;208840.00000;263738.00000;263738.00000;259919.00000;263738.00000;263738.00000;222941.00000;263738.00000;263738.00000;222941.00000;263738.00000;263738.00000;222941.00000;263738.00000;263738.00000;208840.00000
1435;2022-03-23 18:49:42.098 +0300;270102.000000000000;254859.000000000000;285345.000000000000;270102.000000000000;254859.000000000000;285345.000000000000;269677.000000000000;254859.000000000000;299313.000000000000;269677.000000000000;254859.000000000000;299313.000000000000;280749.000000000000;280749.000000000000;;1080408.00000;509718.00000;570690.00000;1080408.00000;509718.00000;570690.00000;809031.00000;509718.00000;299313.00000;809031.00000;509718.00000;299313.00000;280749.00000;280749.00000;;299313.00000;280749.00000;299313.00000;299313.00000;280749.00000;299313.00000;299313.00000;280749.00000;299313.00000;299313.00000;280749.00000;299313.00000;280749.00000;280749.00000;
1436;2022-03-23 18:49:42.098 +0300;203076.750000000000;210578.000000000000;200576.333333333333;203076.750000000000;210578.000000000000;200576.333333333333;190789.333333333333;210578.000000000000;180895.000000000000;190789.333333333333;210578.000000000000;180895.000000000000;242583.000000000000;;242583.000000000000;812307.00000;210578.00000;601729.00000;812307.00000;210578.00000;601729.00000;572368.00000;210578.00000;361790.00000;572368.00000;210578.00000;361790.00000;242583.00000;;242583.00000;242583.00000;210578.00000;242583.00000;242583.00000;210578.00000;242583.00000;242583.00000;210578.00000;242583.00000;242583.00000;210578.00000;242583.00000;242583.00000;;242583.00000
1437;2022-03-23 18:49:42.098 +0300;179598.750000000000;;179598.750000000000;179598.750000000000;;179598.750000000000;164110.333333333333;;164110.333333333333;164110.333333333333;;164110.333333333333;216956.000000000000;;216956.000000000000;718395.00000;;718395.00000;718395.00000;;718395.00000;492331.00000;;492331.00000;492331.00000;;492331.00000;433912.00000;;433912.00000;254285.00000;;254285.00000;254285.00000;;254285.00000;254285.00000;;254285.00000;254285.00000;;254285.00000;254285.00000;;254285.00000
1438;2022-03-23 18:49:42.098 +0300;237835.000000000000;;237835.000000000000;237835.000000000000;;237835.000000000000;;;;;;;;;;237835.00000;;237835.00000;237835.00000;;237835.00000;;;;;;;;;;237835.00000;;237835.00000;237835.00000;;237835.00000;;;;;;;;;
1439;2022-03-23 18:49:42.098 +0300;177348.000000000000;98184.000000000000;256512.000000000000;256512.000000000000;;256512.000000000000;256512.000000000000;;256512.000000000000;256512.000000000000;;256512.000000000000;256512.000000000000;;256512.000000000000;354696.00000;98184.00000;256512.00000;256512.00000;;256512.00000;256512.00000;;256512.00000;256512.00000;;256512.00000;256512.00000;;256512.00000;256512.00000;98184.00000;256512.00000;256512.00000;;256512.00000;256512.00000;;256512.00000;256512.00000;;256512.00000;256512.00000;;256512.00000
1440;2022-03-23 18:49:42.098 +0300;221687.750000000000;242142.500000000000;201233.000000000000;221687.750000000000;242142.500000000000;201233.000000000000;221687.750000000000;242142.500000000000;201233.000000000000;221687.750000000000;242142.500000000000;201233.000000000000;197922.000000000000;191300.000000000000;201233.000000000000;886751.00000;484285.00000;402466.00000;886751.00000;484285.00000;402466.00000;886751.00000;484285.00000;402466.00000;886751.00000;484285.00000;402466.00000;593766.00000;191300.00000;402466.00000;292985.00000;292985.00000;263026.00000;292985.00000;292985.00000;263026.00000;292985.00000;292985.00000;263026.00000;292985.00000;292985.00000;263026.00000;263026.00000;191300.00000;263026.00000
1441;2022-03-23 18:49:42.098 +0300;220866.000000000000;220866.000000000000;;220866.000000000000;220866.000000000000;;220866.000000000000;220866.000000000000;;220866.000000000000;220866.000000000000;;220866.000000000000;220866.000000000000;;220866.00000;220866.00000;;220866.00000;220866.00000;;220866.00000;220866.00000;;220866.00000;220866.00000;;220866.00000;220866.00000;;220866.00000;220866.00000;;220866.00000;220866.00000;;220866.00000;220866.00000;;220866.00000;220866.00000;;220866.00000;220866.00000;
1442;2022-03-23 18:49:42.098 +0300;151969.200000000000;127612.500000000000;168207.000000000000;151969.200000000000;127612.500000000000;168207.000000000000;153643.250000000000;109952.000000000000;168207.000000000000;153643.250000000000;109952.000000000000;168207.000000000000;153643.250000000000;109952.000000000000;168207.000000000000;759846.00000;255225.00000;504621.00000;759846.00000;255225.00000;504621.00000;614573.00000;109952.00000;504621.00000;614573.00000;109952.00000;504621.00000;614573.00000;109952.00000;504621.00000;180452.00000;145273.00000;180452.00000;180452.00000;145273.00000;180452.00000;180452.00000;109952.00000;180452.00000;180452.00000;109952.00000;180452.00000;180452.00000;109952.00000;180452.00000
1443;2022-03-23 18:49:42.098 +0300;151064.000000000000;91723.000000000000;180734.500000000000;180734.500000000000;;180734.500000000000;180734.500000000000;;180734.500000000000;180734.500000000000;;180734.500000000000;180734.500000000000;;180734.500000000000;453192.00000;91723.00000;361469.00000;361469.00000;;361469.00000;361469.00000;;361469.00000;361469.00000;;361469.00000;361469.00000;;361469.00000;216430.00000;91723.00000;216430.00000;216430.00000;;216430.00000;216430.00000;;216430.00000;216430.00000;;216430.00000;216430.00000;;216430.00000
1444;2022-03-23 18:49:42.098 +0300;163735.000000000000;132776.500000000000;184374.000000000000;163735.000000000000;132776.500000000000;184374.000000000000;172225.666666666667;153874.000000000000;181401.500000000000;172225.666666666667;153874.000000000000;181401.500000000000;224954.000000000000;;224954.000000000000;818675.00000;265553.00000;553122.00000;818675.00000;265553.00000;553122.00000;516677.00000;153874.00000;362803.00000;516677.00000;153874.00000;362803.00000;224954.00000;;224954.00000;224954.00000;153874.00000;224954.00000;224954.00000;153874.00000;224954.00000;224954.00000;153874.00000;224954.00000;224954.00000;153874.00000;224954.00000;224954.00000;;224954.00000
1445;2022-03-23 18:49:42.098 +0300;197380.000000000000;;197380.000000000000;197380.000000000000;;197380.000000000000;197380.000000000000;;197380.000000000000;197380.000000000000;;197380.000000000000;197380.000000000000;;197380.000000000000;197380.00000;;197380.00000;197380.00000;;197380.00000;197380.00000;;197380.00000;197380.00000;;197380.00000;197380.00000;;197380.00000;197380.00000;;197380.00000;197380.00000;;197380.00000;197380.00000;;197380.00000;197380.00000;;197380.00000;197380.00000;;197380.00000
1446;2022-03-23 18:49:42.098 +0300;77185.000000000000;77185.000000000000;;77185.000000000000;77185.000000000000;;77185.000000000000;77185.000000000000;;77185.000000000000;77185.000000000000;;77185.000000000000;77185.000000000000;;77185.00000;77185.00000;;77185.00000;77185.00000;;77185.00000;77185.00000;;77185.00000;77185.00000;;77185.00000;77185.00000;;77185.00000;77185.00000;;77185.00000;77185.00000;;77185.00000;77185.00000;;77185.00000;77185.00000;;77185.00000;77185.00000;
1447;2022-03-23 18:49:42.098 +0300;240616.000000000000;203921.000000000000;277311.000000000000;240616.000000000000;203921.000000000000;277311.000000000000;203921.000000000000;203921.000000000000;;203921.000000000000;203921.000000000000;;203921.000000000000;203921.000000000000;;481232.00000;203921.00000;277311.00000;481232.00000;203921.00000;277311.00000;203921.00000;203921.00000;;203921.00000;203921.00000;;203921.00000;203921.00000;;277311.00000;203921.00000;277311.00000;277311.00000;203921.00000;277311.00000;203921.00000;203921.00000;;203921.00000;203921.00000;;203921.00000;203921.00000;
1448;2022-03-23 18:49:42.098 +0300;196209.666666666667;184609.000000000000;219411.000000000000;144954.000000000000;70497.000000000000;219411.000000000000;144954.000000000000;70497.000000000000;219411.000000000000;144954.000000000000;70497.000000000000;219411.000000000000;144954.000000000000;70497.000000000000;219411.000000000000;588629.00000;369218.00000;219411.00000;289908.00000;70497.00000;219411.00000;289908.00000;70497.00000;219411.00000;289908.00000;70497.00000;219411.00000;289908.00000;70497.00000;219411.00000;298721.00000;298721.00000;219411.00000;219411.00000;70497.00000;219411.00000;219411.00000;70497.00000;219411.00000;219411.00000;70497.00000;219411.00000;219411.00000;70497.00000;219411.00000
1449;2022-03-23 18:49:42.098 +0300;177655.250000000000;241114.500000000000;114196.000000000000;171444.000000000000;241114.500000000000;32103.000000000000;171444.000000000000;241114.500000000000;32103.000000000000;171444.000000000000;241114.500000000000;32103.000000000000;241114.500000000000;241114.500000000000;;710621.00000;482229.00000;228392.00000;514332.00000;482229.00000;32103.00000;514332.00000;482229.00000;32103.00000;514332.00000;482229.00000;32103.00000;482229.00000;482229.00000;;291354.00000;291354.00000;196289.00000;291354.00000;291354.00000;32103.00000;291354.00000;291354.00000;32103.00000;291354.00000;291354.00000;32103.00000;291354.00000;291354.00000;
1450;2022-03-23 18:49:42.098 +0300;170643.200000000000;171461.500000000000;170097.666666666667;191607.000000000000;171461.500000000000;211752.500000000000;161851.333333333333;171461.500000000000;142631.000000000000;161851.333333333333;171461.500000000000;142631.000000000000;93627.500000000000;44624.000000000000;142631.000000000000;853216.00000;342923.00000;510293.00000;766428.00000;342923.00000;423505.00000;485554.00000;342923.00000;142631.00000;485554.00000;342923.00000;142631.00000;187255.00000;44624.00000;142631.00000;298299.00000;298299.00000;280874.00000;298299.00000;298299.00000;280874.00000;298299.00000;298299.00000;142631.00000;298299.00000;298299.00000;142631.00000;142631.00000;44624.00000;142631.00000
1451;2022-03-23 18:49:42.098 +0300;152754.000000000000;166068.000000000000;112812.000000000000;152754.000000000000;166068.000000000000;112812.000000000000;166068.000000000000;166068.000000000000;;166068.000000000000;166068.000000000000;;189838.000000000000;189838.000000000000;;611016.00000;498204.00000;112812.00000;611016.00000;498204.00000;112812.00000;498204.00000;498204.00000;;498204.00000;498204.00000;;379676.00000;379676.00000;;204702.00000;204702.00000;112812.00000;204702.00000;204702.00000;112812.00000;204702.00000;204702.00000;;204702.00000;204702.00000;;204702.00000;204702.00000;
1452;2022-03-23 18:49:42.098 +0300;194753.333333333333;260574.000000000000;161843.000000000000;268284.000000000000;260574.000000000000;275994.000000000000;260574.000000000000;260574.000000000000;;260574.000000000000;260574.000000000000;;260574.000000000000;260574.000000000000;;584260.00000;260574.00000;323686.00000;536568.00000;260574.00000;275994.00000;260574.00000;260574.00000;;260574.00000;260574.00000;;260574.00000;260574.00000;;275994.00000;260574.00000;275994.00000;275994.00000;260574.00000;275994.00000;260574.00000;260574.00000;;260574.00000;260574.00000;;260574.00000;260574.00000;
1453;2022-03-23 18:49:42.098 +0300;167663.666666666667;241352.000000000000;130819.500000000000;167663.666666666667;241352.000000000000;130819.500000000000;167663.666666666667;241352.000000000000;130819.500000000000;167663.666666666667;241352.000000000000;130819.500000000000;167663.666666666667;241352.000000000000;130819.500000000000;502991.00000;241352.00000;261639.00000;502991.00000;241352.00000;261639.00000;502991.00000;241352.00000;261639.00000;502991.00000;241352.00000;261639.00000;502991.00000;241352.00000;261639.00000;241352.00000;241352.00000;159577.00000;241352.00000;241352.00000;159577.00000;241352.00000;241352.00000;159577.00000;241352.00000;241352.00000;159577.00000;241352.00000;241352.00000;159577.00000
1454;2022-03-23 18:49:42.098 +0300;131057.000000000000;133732.000000000000;129719.500000000000;199094.000000000000;;199094.000000000000;199094.000000000000;;199094.000000000000;199094.000000000000;;199094.000000000000;199094.000000000000;;199094.000000000000;393171.00000;133732.00000;259439.00000;199094.00000;;199094.00000;199094.00000;;199094.00000;199094.00000;;199094.00000;199094.00000;;199094.00000;199094.00000;133732.00000;199094.00000;199094.00000;;199094.00000;199094.00000;;199094.00000;199094.00000;;199094.00000;199094.00000;;199094.00000
1455;2022-03-23 18:49:42.098 +0300;187517.166666666667;180828.333333333333;194206.000000000000;198056.000000000000;243696.000000000000;152416.000000000000;215720.666666666667;243696.000000000000;159770.000000000000;215720.666666666667;243696.000000000000;159770.000000000000;270676.000000000000;270676.000000000000;;1125103.00000;542485.00000;582618.00000;792224.00000;487392.00000;304832.00000;647162.00000;487392.00000;159770.00000;647162.00000;487392.00000;159770.00000;270676.00000;270676.00000;;277786.00000;270676.00000;277786.00000;270676.00000;270676.00000;159770.00000;270676.00000;270676.00000;159770.00000;270676.00000;270676.00000;159770.00000;270676.00000;270676.00000;
1456;2022-03-23 18:49:42.098 +0300;155572.200000000000;130133.000000000000;193731.000000000000;155572.200000000000;130133.000000000000;193731.000000000000;137170.666666666667;97902.000000000000;215708.000000000000;137170.666666666667;97902.000000000000;215708.000000000000;174942.500000000000;134177.000000000000;215708.000000000000;777861.00000;390399.00000;387462.00000;777861.00000;390399.00000;387462.00000;411512.00000;195804.00000;215708.00000;411512.00000;195804.00000;215708.00000;349885.00000;134177.00000;215708.00000;215708.00000;194595.00000;215708.00000;215708.00000;194595.00000;215708.00000;215708.00000;134177.00000;215708.00000;215708.00000;134177.00000;215708.00000;215708.00000;134177.00000;215708.00000
