"CUSTOMER_RK";"report_dttm";"MIN_TRN_AMT_USD_NRTL_4W";"MIN_TRN_AMT_RUB_NRTL_4W";"MIN_TRN_AMT_USD_CASH_4W";"MIN_TRN_AMT_RUB_CASH_4W";"MIN_TRN_AMT_USD_TRVL_4W";"MIN_TRN_AMT_RUB_TRVL_4W";"MIN_TRN_AMT_USD_MED_4W";"MIN_TRN_AMT_RUB_MED_4W";"MIN_TRN_AMT_USD_RTL_4W";"MIN_TRN_AMT_RUB_RTL_4W";"MIN_TRN_AMT_USD_NRTL_3W";"MIN_TRN_AMT_RUB_NRTL_3W";"MIN_TRN_AMT_USD_CASH_3W";"MIN_TRN_AMT_RUB_CASH_3W";"MIN_TRN_AMT_USD_TRVL_3W";"MIN_TRN_AMT_RUB_TRVL_3W";"MIN_TRN_AMT_USD_MED_3W";"MIN_TRN_AMT_RUB_MED_3W";"MIN_TRN_AMT_USD_RTL_3W";"MIN_TRN_AMT_RUB_RTL_3W";"MIN_TRN_AMT_USD_NRTL_2W";"MIN_TRN_AMT_RUB_NRTL_2W";"MIN_TRN_AMT_USD_CASH_2W";"MIN_TRN_AMT_RUB_CASH_2W";"MIN_TRN_AMT_USD_TRVL_2W";"MIN_TRN_AMT_RUB_TRVL_2W";"MIN_TRN_AMT_USD_MED_2W";"MIN_TRN_AMT_RUB_MED_2W";"MIN_TRN_AMT_USD_RTL_2W";"MIN_TRN_AMT_RUB_RTL_2W";"MIN_TRN_AMT_USD_NRTL_1W";"MIN_TRN_AMT_RUB_NRTL_1W";"MIN_TRN_AMT_USD_CASH_1W";"MIN_TRN_AMT_RUB_CASH_1W";"MIN_TRN_AMT_USD_TRVL_1W";"MIN_TRN_AMT_RUB_TRVL_1W";"MIN_TRN_AMT_USD_MED_1W";"MIN_TRN_AMT_RUB_MED_1W";"MIN_TRN_AMT_USD_RTL_1W";"MIN_TRN_AMT_RUB_RTL_1W";"MAX_TRN_AMT_USD_NRTL_4W";"MAX_TRN_AMT_RUB_NRTL_4W";"MAX_TRN_AMT_USD_CASH_4W";"MAX_TRN_AMT_RUB_CASH_4W";"MAX_TRN_AMT_USD_TRVL_4W";"MAX_TRN_AMT_RUB_TRVL_4W";"MAX_TRN_AMT_USD_MED_4W";"MAX_TRN_AMT_RUB_MED_4W";"MAX_TRN_AMT_USD_RTL_4W";"MAX_TRN_AMT_RUB_RTL_4W";"MAX_TRN_AMT_USD_NRTL_3W";"MAX_TRN_AMT_RUB_NRTL_3W";"MAX_TRN_AMT_USD_CASH_3W";"MAX_TRN_AMT_RUB_CASH_3W";"MAX_TRN_AMT_USD_TRVL_3W";"MAX_TRN_AMT_RUB_TRVL_3W";"MAX_TRN_AMT_USD_MED_3W";"MAX_TRN_AMT_RUB_MED_3W";"MAX_TRN_AMT_USD_RTL_3W";"MAX_TRN_AMT_RUB_RTL_3W";"MAX_TRN_AMT_USD_NRTL_2W";"MAX_TRN_AMT_RUB_NRTL_2W";"MAX_TRN_AMT_USD_CASH_2W";"MAX_TRN_AMT_RUB_CASH_2W";"MAX_TRN_AMT_USD_TRVL_2W";"MAX_TRN_AMT_RUB_TRVL_2W";"MAX_TRN_AMT_USD_MED_2W";"MAX_TRN_AMT_RUB_MED_2W";"MAX_TRN_AMT_USD_RTL_2W";"MAX_TRN_AMT_RUB_RTL_2W";"MAX_TRN_AMT_USD_NRTL_1W";"MAX_TRN_AMT_RUB_NRTL_1W";"MAX_TRN_AMT_USD_CASH_1W";"MAX_TRN_AMT_RUB_CASH_1W";"MAX_TRN_AMT_USD_TRVL_1W";"MAX_TRN_AMT_RUB_TRVL_1W";"MAX_TRN_AMT_USD_MED_1W";"MAX_TRN_AMT_RUB_MED_1W";"MAX_TRN_AMT_USD_RTL_1W";"MAX_TRN_AMT_RUB_RTL_1W";"SUM_TRN_AMT_USD_NRTL_4W";"SUM_TRN_AMT_RUB_NRTL_4W";"SUM_TRN_AMT_USD_CASH_4W";"SUM_TRN_AMT_RUB_CASH_4W";"SUM_TRN_AMT_USD_TRVL_4W";"SUM_TRN_AMT_RUB_TRVL_4W";"SUM_TRN_AMT_USD_MED_4W";"SUM_TRN_AMT_RUB_MED_4W";"SUM_TRN_AMT_USD_RTL_4W";"SUM_TRN_AMT_RUB_RTL_4W";"SUM_TRN_AMT_USD_NRTL_3W";"SUM_TRN_AMT_RUB_NRTL_3W";"SUM_TRN_AMT_USD_CASH_3W";"SUM_TRN_AMT_RUB_CASH_3W";"SUM_TRN_AMT_USD_TRVL_3W";"SUM_TRN_AMT_RUB_TRVL_3W";"SUM_TRN_AMT_USD_MED_3W";"SUM_TRN_AMT_RUB_MED_3W";"SUM_TRN_AMT_USD_RTL_3W";"SUM_TRN_AMT_RUB_RTL_3W";"SUM_TRN_AMT_USD_NRTL_2W";"SUM_TRN_AMT_RUB_NRTL_2W";"SUM_TRN_AMT_USD_CASH_2W";"SUM_TRN_AMT_RUB_CASH_2W";"SUM_TRN_AMT_USD_TRVL_2W";"SUM_TRN_AMT_RUB_TRVL_2W";"SUM_TRN_AMT_USD_MED_2W";"SUM_TRN_AMT_RUB_MED_2W";"SUM_TRN_AMT_USD_RTL_2W";"SUM_TRN_AMT_RUB_RTL_2W";"SUM_TRN_AMT_USD_NRTL_1W";"SUM_TRN_AMT_RUB_NRTL_1W";"SUM_TRN_AMT_USD_CASH_1W";"SUM_TRN_AMT_RUB_CASH_1W";"SUM_TRN_AMT_USD_TRVL_1W";"SUM_TRN_AMT_RUB_TRVL_1W";"SUM_TRN_AMT_USD_MED_1W";"SUM_TRN_AMT_RUB_MED_1W";"SUM_TRN_AMT_USD_RTL_1W";"SUM_TRN_AMT_RUB_RTL_1W"
1439;2022-03-23 18:51:06.677 +0300;11804.00000;7479.00000;11804.00000;7479.00000;;;;;12576.00000;;11804.00000;7479.00000;11804.00000;7479.00000;;;;;12576.00000;;11804.00000;7479.00000;11804.00000;7479.00000;;;;;12576.00000;;11804.00000;7479.00000;11804.00000;7479.00000;;;;;12576.00000;;11804.00000;7479.00000;11804.00000;7479.00000;;;;;12576.00000;;11804.00000;7479.00000;11804.00000;7479.00000;;;;;12576.00000;;11804.00000;7479.00000;11804.00000;7479.00000;;;;;12576.00000;;11804.00000;7479.00000;11804.00000;7479.00000;;;;;12576.00000;;11804.00000;7479.00000;11804.00000;7479.00000;;;;;12576.00000;;11804.00000;7479.00000;11804.00000;7479.00000;;;;;12576.00000;;11804.00000;7479.00000;11804.00000;7479.00000;;;;;12576.00000;;11804.00000;7479.00000;11804.00000;7479.00000;;;;;12576.00000;
1440;2022-03-23 18:51:06.677 +0300;3572.00000;9188.00000;;9188.00000;;;;;5641.00000;;3572.00000;9188.00000;;9188.00000;;;;;5641.00000;;3572.00000;9188.00000;;9188.00000;;;;;5641.00000;;3572.00000;9188.00000;;9188.00000;;;;;5641.00000;;14021.00000;9188.00000;;9188.00000;;;;;5641.00000;;14021.00000;9188.00000;;9188.00000;;;;;5641.00000;;14021.00000;9188.00000;;9188.00000;;;;;5641.00000;;14021.00000;9188.00000;;9188.00000;;;;;5641.00000;;17593.00000;9188.00000;;9188.00000;;;;;5641.00000;;17593.00000;9188.00000;;9188.00000;;;;;5641.00000;;17593.00000;9188.00000;;9188.00000;;;;;5641.00000;;17593.00000;9188.00000;;9188.00000;;;;;5641.00000;
1441;2022-03-23 18:51:06.677 +0300;;353.00000;;;;8910.00000;;;;;;353.00000;;;;8910.00000;;;;;;353.00000;;;;8910.00000;;;;;;353.00000;;;;8910.00000;;;;;;8910.00000;;;;8910.00000;;;;;;8910.00000;;;;8910.00000;;;;;;8910.00000;;;;8910.00000;;;;;;8910.00000;;;;8910.00000;;;;;;9263.00000;;;;8910.00000;;;;;;9263.00000;;;;8910.00000;;;;;;9263.00000;;;;8910.00000;;;;;;9263.00000;;;;8910.00000;;;;
1442;2022-03-23 18:51:06.677 +0300;2971.00000;;;;;;;;;;2971.00000;;;;;;;;;;2971.00000;;;;;;;;;;2971.00000;;;;;;;;;;2971.00000;;;;;;;;;;2971.00000;;;;;;;;;;2971.00000;;;;;;;;;;2971.00000;;;;;;;;;;2971.00000;;;;;;;;;;2971.00000;;;;;;;;;;2971.00000;;;;;;;;;;2971.00000;;;;;;;;;
1443;2022-03-23 18:51:06.677 +0300;4688.00000;2924.00000;13884.00000;11859.00000;;;;;;;4688.00000;2924.00000;13884.00000;11859.00000;;;;;;;4688.00000;2924.00000;13884.00000;11859.00000;;;;;;;4688.00000;2924.00000;13884.00000;11859.00000;;;;;;;13884.00000;11859.00000;13884.00000;11859.00000;;;;;;;13884.00000;11859.00000;13884.00000;11859.00000;;;;;;;13884.00000;11859.00000;13884.00000;11859.00000;;;;;;;13884.00000;11859.00000;13884.00000;11859.00000;;;;;;;23457.00000;14783.00000;13884.00000;11859.00000;;;;;;;23457.00000;14783.00000;13884.00000;11859.00000;;;;;;;23457.00000;14783.00000;13884.00000;11859.00000;;;;;;;23457.00000;14783.00000;13884.00000;11859.00000;;;;;;
1444;2022-03-23 18:51:06.677 +0300;12067.00000;;12067.00000;;;;;;;;12067.00000;;12067.00000;;;;;;;;12067.00000;;12067.00000;;;;;;;;12067.00000;;12067.00000;;;;;;;;12067.00000;;12067.00000;;;;;;;;12067.00000;;12067.00000;;;;;;;;12067.00000;;12067.00000;;;;;;;;12067.00000;;12067.00000;;;;;;;;12067.00000;;12067.00000;;;;;;;;12067.00000;;12067.00000;;;;;;;;12067.00000;;12067.00000;;;;;;;;12067.00000;;12067.00000;;;;;;;
1445;2022-03-23 18:51:06.677 +0300;9869.00000;;;;9869.00000;;;;;;9869.00000;;;;9869.00000;;;;;;9869.00000;;;;9869.00000;;;;;;9869.00000;;;;9869.00000;;;;;;13233.00000;;;;9869.00000;;;;;;13233.00000;;;;9869.00000;;;;;;13233.00000;;;;9869.00000;;;;;;13233.00000;;;;9869.00000;;;;;;34939.00000;;;;9869.00000;;;;;;34939.00000;;;;9869.00000;;;;;;34939.00000;;;;9869.00000;;;;;;34939.00000;;;;9869.00000;;;;;
1446;2022-03-23 18:51:06.677 +0300;3241.00000;;;;7589.00000;;;;;6441.00000;3241.00000;;;;7589.00000;;;;;6441.00000;3241.00000;;;;7589.00000;;;;;6441.00000;3241.00000;;;;7589.00000;;;;;6441.00000;7589.00000;;;;7589.00000;;;;;6441.00000;7589.00000;;;;7589.00000;;;;;6441.00000;7589.00000;;;;7589.00000;;;;;6441.00000;7589.00000;;;;7589.00000;;;;;6441.00000;10830.00000;;;;7589.00000;;;;;6441.00000;10830.00000;;;;7589.00000;;;;;6441.00000;10830.00000;;;;7589.00000;;;;;6441.00000;10830.00000;;;;7589.00000;;;;;6441.00000
1447;2022-03-23 18:51:06.677 +0300;8455.00000;3397.00000;;3397.00000;;;;;;;8455.00000;3397.00000;;3397.00000;;;;;;;8455.00000;3397.00000;;3397.00000;;;;;;;8455.00000;3397.00000;;3397.00000;;;;;;;8455.00000;3397.00000;;3397.00000;;;;;;;8455.00000;3397.00000;;3397.00000;;;;;;;8455.00000;3397.00000;;3397.00000;;;;;;;8455.00000;3397.00000;;3397.00000;;;;;;;8455.00000;3397.00000;;3397.00000;;;;;;;8455.00000;3397.00000;;3397.00000;;;;;;;8455.00000;3397.00000;;3397.00000;;;;;;;8455.00000;3397.00000;;3397.00000;;;;;;
1448;2022-03-23 18:51:06.677 +0300;;1916.00000;;1916.00000;;;;;;;;1916.00000;;1916.00000;;;;;;;;1916.00000;;1916.00000;;;;;;;;1916.00000;;1916.00000;;;;;;;;6874.00000;;1916.00000;;;;;;;;6874.00000;;1916.00000;;;;;;;;6874.00000;;1916.00000;;;;;;;;6874.00000;;1916.00000;;;;;;;;8790.00000;;1916.00000;;;;;;;;8790.00000;;1916.00000;;;;;;;;8790.00000;;1916.00000;;;;;;;;8790.00000;;1916.00000;;;;;;
1449;2022-03-23 18:51:06.677 +0300;5623.00000;14044.00000;5623.00000;;;;;;;5969.00000;5623.00000;14044.00000;5623.00000;;;;;;;5969.00000;5623.00000;14044.00000;5623.00000;;;;;;;5969.00000;5623.00000;14044.00000;5623.00000;;;;;;;5969.00000;13867.00000;14044.00000;5623.00000;;;;;;;13671.00000;13867.00000;14044.00000;5623.00000;;;;;;;13671.00000;13867.00000;14044.00000;5623.00000;;;;;;;13671.00000;13867.00000;14044.00000;5623.00000;;;;;;;13671.00000;19490.00000;14044.00000;5623.00000;;;;;;;19640.00000;19490.00000;14044.00000;5623.00000;;;;;;;19640.00000;19490.00000;14044.00000;5623.00000;;;;;;;19640.00000;19490.00000;14044.00000;5623.00000;;;;;;;19640.00000
1450;2022-03-23 18:51:06.677 +0300;3741.00000;8598.00000;7782.00000;8598.00000;5299.00000;;;;;;3741.00000;8598.00000;7782.00000;8598.00000;5299.00000;;;;;;3741.00000;8598.00000;7782.00000;8598.00000;5299.00000;;;;;;3741.00000;8598.00000;7782.00000;8598.00000;5299.00000;;;;;;7782.00000;8598.00000;7782.00000;8598.00000;5299.00000;;;;;;7782.00000;8598.00000;7782.00000;8598.00000;5299.00000;;;;;;7782.00000;8598.00000;7782.00000;8598.00000;5299.00000;;;;;;7782.00000;8598.00000;7782.00000;8598.00000;5299.00000;;;;;;16822.00000;8598.00000;7782.00000;8598.00000;5299.00000;;;;;;16822.00000;8598.00000;7782.00000;8598.00000;5299.00000;;;;;;16822.00000;8598.00000;7782.00000;8598.00000;5299.00000;;;;;;16822.00000;8598.00000;7782.00000;8598.00000;5299.00000;;;;;
1451;2022-03-23 18:51:06.677 +0300;4145.00000;6155.00000;;6155.00000;8688.00000;;;;5639.00000;;4145.00000;6155.00000;;6155.00000;8688.00000;;;;5639.00000;;4145.00000;6155.00000;;6155.00000;8688.00000;;;;5639.00000;;4145.00000;6155.00000;;6155.00000;8688.00000;;;;5639.00000;;11840.00000;6155.00000;;6155.00000;8688.00000;;;;5639.00000;;11840.00000;6155.00000;;6155.00000;8688.00000;;;;5639.00000;;11840.00000;6155.00000;;6155.00000;8688.00000;;;;5639.00000;;11840.00000;6155.00000;;6155.00000;8688.00000;;;;5639.00000;;24673.00000;6155.00000;;6155.00000;8688.00000;;;;5639.00000;;24673.00000;6155.00000;;6155.00000;8688.00000;;;;5639.00000;;24673.00000;6155.00000;;6155.00000;8688.00000;;;;5639.00000;;24673.00000;6155.00000;;6155.00000;8688.00000;;;;5639.00000;
1452;2022-03-23 18:51:06.677 +0300;2255.00000;;2255.00000;;4134.00000;;;;1623.00000;;2255.00000;;2255.00000;;4134.00000;;;;1623.00000;;2255.00000;;2255.00000;;4134.00000;;;;1623.00000;;2255.00000;;2255.00000;;4134.00000;;;;1623.00000;;13609.00000;;2255.00000;;13609.00000;;;;1623.00000;;13609.00000;;2255.00000;;13609.00000;;;;1623.00000;;13609.00000;;2255.00000;;13609.00000;;;;1623.00000;;13609.00000;;2255.00000;;13609.00000;;;;1623.00000;;30260.00000;;2255.00000;;22790.00000;;;;1623.00000;;30260.00000;;2255.00000;;22790.00000;;;;1623.00000;;30260.00000;;2255.00000;;22790.00000;;;;1623.00000;;30260.00000;;2255.00000;;22790.00000;;;;1623.00000;
1453;2022-03-23 18:51:06.677 +0300;12889.00000;10033.00000;;;;;;;;;12889.00000;10033.00000;;;;;;;;;12889.00000;10033.00000;;;;;;;;;12889.00000;10033.00000;;;;;;;;;12889.00000;10033.00000;;;;;;;;;12889.00000;10033.00000;;;;;;;;;12889.00000;10033.00000;;;;;;;;;12889.00000;10033.00000;;;;;;;;;12889.00000;10033.00000;;;;;;;;;12889.00000;10033.00000;;;;;;;;;12889.00000;10033.00000;;;;;;;;;12889.00000;10033.00000;;;;;;;;
1454;2022-03-23 18:51:06.677 +0300;3630.00000;8324.00000;;13502.00000;;;;;;;3630.00000;8324.00000;;13502.00000;;;;;;;3630.00000;8324.00000;;13502.00000;;;;;;;3630.00000;8324.00000;;13502.00000;;;;;;;3630.00000;13502.00000;;13502.00000;;;;;;;3630.00000;13502.00000;;13502.00000;;;;;;;3630.00000;13502.00000;;13502.00000;;;;;;;3630.00000;13502.00000;;13502.00000;;;;;;;3630.00000;21826.00000;;13502.00000;;;;;;;3630.00000;21826.00000;;13502.00000;;;;;;;3630.00000;21826.00000;;13502.00000;;;;;;;3630.00000;21826.00000;;13502.00000;;;;;;
1455;2022-03-23 18:51:06.677 +0300;8581.00000;;;;8581.00000;;;;;;8581.00000;;;;8581.00000;;;;;;8581.00000;;;;8581.00000;;;;;;8581.00000;;;;8581.00000;;;;;;14743.00000;;;;8581.00000;;;;;;14743.00000;;;;8581.00000;;;;;;14743.00000;;;;8581.00000;;;;;;14743.00000;;;;8581.00000;;;;;;34352.00000;;;;8581.00000;;;;;;34352.00000;;;;8581.00000;;;;;;34352.00000;;;;8581.00000;;;;;;34352.00000;;;;8581.00000;;;;;
1456;2022-03-23 18:51:06.677 +0300;12968.00000;2430.00000;;8556.00000;;;;;;;12968.00000;2430.00000;;8556.00000;;;;;;;12968.00000;2430.00000;;8556.00000;;;;;;;12968.00000;2430.00000;;8556.00000;;;;;;;14429.00000;10095.00000;;8559.00000;;;;;;;14429.00000;10095.00000;;8559.00000;;;;;;;14429.00000;10095.00000;;8559.00000;;;;;;;14429.00000;10095.00000;;8559.00000;;;;;;;27397.00000;29640.00000;;17115.00000;;;;;;;27397.00000;29640.00000;;17115.00000;;;;;;;27397.00000;29640.00000;;17115.00000;;;;;;;27397.00000;29640.00000;;17115.00000;;;;;;
1457;2022-03-23 18:51:06.677 +0300;258.00000;6400.00000;;;258.00000;;;;;;258.00000;6400.00000;;;258.00000;;;;;;258.00000;6400.00000;;;258.00000;;;;;;258.00000;6400.00000;;;258.00000;;;;;;13058.00000;6837.00000;;;258.00000;;;;;;13058.00000;6837.00000;;;258.00000;;;;;;13058.00000;6837.00000;;;258.00000;;;;;;13058.00000;6837.00000;;;258.00000;;;;;;14934.00000;13237.00000;;;258.00000;;;;;;14934.00000;13237.00000;;;258.00000;;;;;;14934.00000;13237.00000;;;258.00000;;;;;;14934.00000;13237.00000;;;258.00000;;;;;
1458;2022-03-23 18:51:06.677 +0300;3300.00000;984.00000;3920.00000;;;11990.00000;;;;;3300.00000;984.00000;3920.00000;;;11990.00000;;;;;3300.00000;984.00000;3920.00000;;;11990.00000;;;;;3300.00000;984.00000;3920.00000;;;11990.00000;;;;;3920.00000;11990.00000;3920.00000;;;11990.00000;;;;;3920.00000;11990.00000;3920.00000;;;11990.00000;;;;;3920.00000;11990.00000;3920.00000;;;11990.00000;;;;;3920.00000;11990.00000;3920.00000;;;11990.00000;;;;;7220.00000;12974.00000;3920.00000;;;11990.00000;;;;;7220.00000;12974.00000;3920.00000;;;11990.00000;;;;;7220.00000;12974.00000;3920.00000;;;11990.00000;;;;;7220.00000;12974.00000;3920.00000;;;11990.00000;;;;
1459;2022-03-23 18:51:06.677 +0300;;2682.00000;;;;2682.00000;;;;;;2682.00000;;;;2682.00000;;;;;;2682.00000;;;;2682.00000;;;;;;2682.00000;;;;2682.00000;;;;;;2682.00000;;;;2682.00000;;;;;;2682.00000;;;;2682.00000;;;;;;2682.00000;;;;2682.00000;;;;;;2682.00000;;;;2682.00000;;;;;;2682.00000;;;;2682.00000;;;;;;2682.00000;;;;2682.00000;;;;;;2682.00000;;;;2682.00000;;;;;;2682.00000;;;;2682.00000;;;;
1460;2022-03-23 18:51:06.677 +0300;456.00000;;456.00000;;;;;;13790.00000;;456.00000;;456.00000;;;;;;13790.00000;;456.00000;;456.00000;;;;;;13790.00000;;456.00000;;456.00000;;;;;;13790.00000;;456.00000;;456.00000;;;;;;14180.00000;;456.00000;;456.00000;;;;;;14180.00000;;456.00000;;456.00000;;;;;;14180.00000;;456.00000;;456.00000;;;;;;14180.00000;;456.00000;;456.00000;;;;;;27970.00000;;456.00000;;456.00000;;;;;;27970.00000;;456.00000;;456.00000;;;;;;27970.00000;;456.00000;;456.00000;;;;;;27970.00000;
1461;2022-03-23 18:51:06.677 +0300;;10812.00000;;14184.00000;;;;;;;;10812.00000;;14184.00000;;;;;;;;10812.00000;;14184.00000;;;;;;;;10812.00000;;14184.00000;;;;;;;;14184.00000;;14184.00000;;;;;;;;14184.00000;;14184.00000;;;;;;;;14184.00000;;14184.00000;;;;;;;;14184.00000;;14184.00000;;;;;;;;24996.00000;;14184.00000;;;;;;;;24996.00000;;14184.00000;;;;;;;;24996.00000;;14184.00000;;;;;;;;24996.00000;;14184.00000;;;;;;
1462;2022-03-23 18:51:06.677 +0300;;9207.00000;;;;;;;;;;9207.00000;;;;;;;;;;9207.00000;;;;;;;;;;9207.00000;;;;;;;;;;11190.00000;;;;;;;;;;11190.00000;;;;;;;;;;11190.00000;;;;;;;;;;11190.00000;;;;;;;;;;20397.00000;;;;;;;;;;20397.00000;;;;;;;;;;20397.00000;;;;;;;;;;20397.00000;;;;;;;;
1463;2022-03-23 18:51:06.677 +0300;366.00000;2765.00000;;;366.00000;;;;;;366.00000;2765.00000;;;366.00000;;;;;;366.00000;2765.00000;;;366.00000;;;;;;366.00000;2765.00000;;;366.00000;;;;;;11167.00000;9806.00000;;;366.00000;;;;;;11167.00000;9806.00000;;;366.00000;;;;;;11167.00000;9806.00000;;;366.00000;;;;;;11167.00000;9806.00000;;;366.00000;;;;;;11533.00000;16254.00000;;;366.00000;;;;;;11533.00000;16254.00000;;;366.00000;;;;;;11533.00000;16254.00000;;;366.00000;;;;;;11533.00000;16254.00000;;;366.00000;;;;;
1464;2022-03-23 18:51:06.677 +0300;6635.00000;;;;;;;;;;6635.00000;;;;;;;;;;6635.00000;;;;;;;;;;6635.00000;;;;;;;;;;6635.00000;;;;;;;;;;6635.00000;;;;;;;;;;6635.00000;;;;;;;;;;6635.00000;;;;;;;;;;6635.00000;;;;;;;;;;6635.00000;;;;;;;;;;6635.00000;;;;;;;;;;6635.00000;;;;;;;;;
1465;2022-03-23 18:51:06.677 +0300;2837.00000;;;;;;;;12859.00000;12569.00000;2837.00000;;;;;;;;12859.00000;12569.00000;2837.00000;;;;;;;;12859.00000;12569.00000;2837.00000;;;;;;;;12859.00000;12569.00000;10373.00000;;;;;;;;12859.00000;12569.00000;10373.00000;;;;;;;;12859.00000;12569.00000;10373.00000;;;;;;;;12859.00000;12569.00000;10373.00000;;;;;;;;12859.00000;12569.00000;13210.00000;;;;;;;;12859.00000;12569.00000;13210.00000;;;;;;;;12859.00000;12569.00000;13210.00000;;;;;;;;12859.00000;12569.00000;13210.00000;;;;;;;;12859.00000;12569.00000
1466;2022-03-23 18:51:06.677 +0300;11927.00000;9392.00000;;;11927.00000;;;;;;11927.00000;9392.00000;;;11927.00000;;;;;;11927.00000;9392.00000;;;11927.00000;;;;;;11927.00000;9392.00000;;;11927.00000;;;;;;11927.00000;9392.00000;;;11927.00000;;;;;;11927.00000;9392.00000;;;11927.00000;;;;;;11927.00000;9392.00000;;;11927.00000;;;;;;11927.00000;9392.00000;;;11927.00000;;;;;;11927.00000;9392.00000;;;11927.00000;;;;;;11927.00000;9392.00000;;;11927.00000;;;;;;11927.00000;9392.00000;;;11927.00000;;;;;;11927.00000;9392.00000;;;11927.00000;;;;;
1467;2022-03-23 18:51:06.677 +0300;3270.00000;6020.00000;;;3270.00000;13482.00000;;;5347.00000;;3270.00000;6020.00000;;;3270.00000;13482.00000;;;5347.00000;;3270.00000;6020.00000;;;3270.00000;13482.00000;;;5347.00000;;3270.00000;6020.00000;;;3270.00000;13482.00000;;;5347.00000;;13104.00000;13482.00000;;;9796.00000;13482.00000;;;5347.00000;;13104.00000;13482.00000;;;9796.00000;13482.00000;;;5347.00000;;13104.00000;13482.00000;;;9796.00000;13482.00000;;;5347.00000;;13104.00000;13482.00000;;;9796.00000;13482.00000;;;5347.00000;;26170.00000;25607.00000;;;13066.00000;13482.00000;;;5347.00000;;26170.00000;25607.00000;;;13066.00000;13482.00000;;;5347.00000;;26170.00000;25607.00000;;;13066.00000;13482.00000;;;5347.00000;;26170.00000;25607.00000;;;13066.00000;13482.00000;;;5347.00000;
1468;2022-03-23 18:51:06.677 +0300;1653.00000;2435.00000;;;;;;;;;1653.00000;2435.00000;;;;;;;;;1653.00000;2435.00000;;;;;;;;;1653.00000;2435.00000;;;;;;;;;11881.00000;11597.00000;;;;;;;;;11881.00000;11597.00000;;;;;;;;;11881.00000;11597.00000;;;;;;;;;11881.00000;11597.00000;;;;;;;;;13534.00000;24911.00000;;;;;;;;;13534.00000;24911.00000;;;;;;;;;13534.00000;24911.00000;;;;;;;;;13534.00000;24911.00000;;;;;;;;
1469;2022-03-23 18:51:06.677 +0300;13703.00000;4999.00000;;;;4999.00000;;;11725.00000;;13703.00000;4999.00000;;;;4999.00000;;;11725.00000;;13703.00000;4999.00000;;;;4999.00000;;;11725.00000;;13703.00000;4999.00000;;;;4999.00000;;;11725.00000;;13703.00000;4999.00000;;;;4999.00000;;;11725.00000;;13703.00000;4999.00000;;;;4999.00000;;;11725.00000;;13703.00000;4999.00000;;;;4999.00000;;;11725.00000;;13703.00000;4999.00000;;;;4999.00000;;;11725.00000;;13703.00000;4999.00000;;;;4999.00000;;;11725.00000;;13703.00000;4999.00000;;;;4999.00000;;;11725.00000;;13703.00000;4999.00000;;;;4999.00000;;;11725.00000;;13703.00000;4999.00000;;;;4999.00000;;;11725.00000;
1470;2022-03-23 18:51:06.677 +0300;13616.00000;6421.00000;;6421.00000;;8118.00000;;;;;13616.00000;6421.00000;;6421.00000;;8118.00000;;;;;13616.00000;6421.00000;;6421.00000;;8118.00000;;;;;13616.00000;6421.00000;;6421.00000;;8118.00000;;;;;13616.00000;8118.00000;;6421.00000;;8118.00000;;;;;13616.00000;8118.00000;;6421.00000;;8118.00000;;;;;13616.00000;8118.00000;;6421.00000;;8118.00000;;;;;13616.00000;8118.00000;;6421.00000;;8118.00000;;;;;13616.00000;14539.00000;;6421.00000;;8118.00000;;;;;13616.00000;14539.00000;;6421.00000;;8118.00000;;;;;13616.00000;14539.00000;;6421.00000;;8118.00000;;;;;13616.00000;14539.00000;;6421.00000;;8118.00000;;;;
1471;2022-03-23 18:51:06.677 +0300;1874.00000;14211.00000;;;;;;;;10901.00000;1874.00000;14211.00000;;;;;;;;10901.00000;1874.00000;14211.00000;;;;;;;;10901.00000;1874.00000;14211.00000;;;;;;;;10901.00000;1874.00000;14211.00000;;;;;;;;10901.00000;1874.00000;14211.00000;;;;;;;;10901.00000;1874.00000;14211.00000;;;;;;;;10901.00000;1874.00000;14211.00000;;;;;;;;10901.00000;1874.00000;14211.00000;;;;;;;;10901.00000;1874.00000;14211.00000;;;;;;;;10901.00000;1874.00000;14211.00000;;;;;;;;10901.00000;1874.00000;14211.00000;;;;;;;;10901.00000
1472;2022-03-23 18:51:06.677 +0300;1895.00000;6213.00000;;;;;;;;4909.00000;1895.00000;6213.00000;;;;;;;;4909.00000;1895.00000;6213.00000;;;;;;;;4909.00000;1895.00000;6213.00000;;;;;;;;4909.00000;13643.00000;11237.00000;;;;;;;;4909.00000;13643.00000;11237.00000;;;;;;;;4909.00000;13643.00000;11237.00000;;;;;;;;4909.00000;13643.00000;11237.00000;;;;;;;;4909.00000;23970.00000;27208.00000;;;;;;;;4909.00000;23970.00000;27208.00000;;;;;;;;4909.00000;23970.00000;27208.00000;;;;;;;;4909.00000;23970.00000;27208.00000;;;;;;;;4909.00000
